Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"03151";"Gifhorn";"Kreise";"4,42";"4,37";"8,30";"13,00";"59,06";"19,64";"3,15";"4,95";"136,89";"8,19";"54,92";"43,17";"35,71";"60,65";"9,33";"76,58";"91,30";"15,78";"63,91";"12,59";"16,01";"66,15";"9,69";"0,09";"17,35";"24,19";"13,06";"91,89";"25,49";"2,86";"8,66";"49,05";"34,01";"53,36";"37,85";"1,75";"75,70";"24,30";"33,77";"13,12";"10,35";"5,59";"2,39";"10,48";"106,90";"14,80";"40,48";"13,27";"42,58";"30,18";"50,91";"14,25";"4,66";"3.393,65";"2.109,58";"2,13";"763,05";"5,24";"7,90";"1,82";"56,52";"43,48";"5,76";"5,71";"1.086,71";"1.268,23";"879,66";"612,24";"22,26";"66,00";"3,93";"21,40";"74,67";"0,48";"2,13";"4,66";"8,19"
"03153";"Goslar";"Kreise";"5,98";"6,43";"4,38";"11,50";"53,53";"30,59";"5,74";"5,97";"0,00";"6,15";"55,45";"39,88";"33,81";"55,39";"8,55";"79,35";"86,76";"11,63";"70,26";"11,57";"13,09";"68,70";"11,75";"0,64";"18,83";"23,08";"15,69";"86,41";"16,34";"4,30";"11,41";"46,07";"30,23";"65,05";"48,93";"1,38";"71,70";"23,35";"37,12";"11,86";"9,61";"5,63";"3,20";"9,24";"107,13";"14,59";"29,26";"11,20";"40,04";"23,91";"50,82";"17,64";"7,64";"3.150,36";"1.905,43";"7,82";"958,41";"9,84";"13,26";"3,25";"54,32";"45,68";"2,57";"9,79";"1.077,54";"1.217,52";"898,82";"602,07";"29,65";"65,38";"1,33";"27,95";"70,72";"0,53";"7,82";"7,64";"6,15"
"03154";"Helmstedt";"Kreise";"5,50";"5,75";"10,35";"13,65";"44,60";"31,49";"4,95";"6,26";"108,78";"6,96";"54,93";"42,38";"35,55";"54,62";"9,12";"79,04";"93,41";"10,85";"70,11";"11,75";"12,62";"69,62";"9,70";"0,05";"18,37";"24,45";"14,54";"76,19";"16,53";"3,54";"9,14";"49,82";"37,64";"62,87";"42,91";"1,55";"72,60";"24,95";"35,85";"11,41";"9,65";"6,06";"2,89";"9,19";"106,91";"7,58";"26,25";"9,42";"39,73";"29,49";"47,46";"16,32";"6,74";"3.019,86";"2.073,41";"10,00";"2.675,79";"7,76";"9,98";"2,30";"57,43";"42,57";"4,71";"7,96";"1.043,50";"1.188,57";"863,81";"614,77";"22,27";"66,30";"3,41";"25,13";"71,46";"0,69";"10,00";"6,74";"6,96"
"03155";"Northeim";"Kreise";"5,22";"5,45";"5,51";"11,38";"55,31";"27,76";"3,91";"5,64";"57,57";"6,19";"56,07";"41,11";"32,08";"57,63";"9,08";"81,29";"90,90";"10,97";"70,62";"12,15";"10,67";"70,79";"12,45";"0,60";"20,76";"27,53";"15,75";"96,03";"16,79";"4,07";"8,62";"50,10";"45,00";"56,78";"36,45";"1,48";"74,30";"23,46";"38,68";"12,04";"10,16";"4,74";"2,89";"8,03";"109,21";"17,81";"30,97";"7,33";"39,33";"33,67";"50,42";"10,61";"5,30";"3.212,26";"1.985,44";"2,86";"1.464,81";"7,51";"14,46";"2,41";"55,69";"44,31";"4,78";"7,43";"1.043,63";"1.197,59";"857,33";"669,48";"30,03";"65,29";"5,14";"32,93";"61,93";"0,48";"2,86";"5,30";"6,19"
"03157";"Peine";"Kreise";"5,17";"4,93";"6,09";"10,34";"56,55";"27,13";"4,44";"4,89";"136,79";"7,57";"52,08";"44,65";"33,57";"57,97";"9,39";"78,64";"90,43";"10,82";"65,49";"15,00";"13,18";"68,18";"11,84";"1,52";"17,40";"22,80";"13,41";"71,43";"15,87";"3,22";"10,08";"49,61";"41,93";"58,49";"39,75";"1,75";"76,00";"21,50";"38,22";"13,10";"9,26";"6,34";"2,56";"9,03";"103,30";"6,21";"37,31";"14,95";"34,69";"34,60";"46,95";"13,69";"4,76";"3.235,84";"1.965,79";"1,84";"1.374,96";"8,03";"11,56";"2,35";"56,74";"43,26";"5,29";"8,14";"1.062,10";"1.243,82";"846,86";"622,73";"23,23";"69,46";"2,11";"31,62";"66,27";"1,08";"1,84";"4,76";"7,57"
"03158";"Wolfenbüttel";"Kreise";"4,66";"5,15";"8,73";"14,43";"54,30";"22,41";"4,36";"4,49";"159,47";"7,54";"54,63";"41,79";"38,18";"57,50";"10,37";"80,68";"89,20";"14,58";"67,83";"10,64";"17,45";"65,13";"10,41";"0,19";"17,51";"22,79";"14,06";"78,43";"15,22";"3,54";"7,84";"48,75";"43,92";"56,84";"39,67";"1,51";"78,00";"23,62";"34,98";"15,34";"9,88";"5,73";"2,98";"7,47";"107,14";"5,15";"20,93";"13,85";"39,81";"35,17";"46,32";"13,31";"5,19";"3.327,44";"2.030,66";"2,48";"1.715,95";"6,77";"10,51";"2,71";"55,97";"44,03";"4,78";"7,31";"1.094,79";"1.274,70";"883,45";"631,94";"22,23";"70,50";"3,19";"28,57";"68,24";"0,62";"2,48";"5,19";"7,54"
"03159";"Göttingen";"Kreise";"5,08";"5,68";"8,83";"12,41";"55,72";"23,03";"4,04";"4,61";"74,69";"9,53";"50,85";"45,78";"34,62";"54,66";"7,24";"78,02";"85,18";"19,32";"62,70";"12,50";"21,59";"60,62";"12,21";"0,81";"15,24";"19,07";"12,39";"93,62";"17,37";"3,48";"10,93";"51,16";"30,76";"97,52";"77,69";"1,29";"74,90";"21,92";"33,02";"18,95";"9,71";"5,32";"4,72";"6,35";"109,29";"15,35";"36,64";"15,63";"40,96";"42,26";"39,08";"12,38";"6,28";"3.459,27";"1.887,22";"10,61";"1.516,24";"7,14";"13,32";"3,50";"52,24";"47,76";"5,56";"7,94";"1.107,67";"1.235,68";"946,11";"566,19";"38,95";"71,27";"1,06";"29,54";"69,39";"0,33";"10,61";"6,28";"9,53"
"03241";"Region Hannover";"Kreise";"6,70";"7,37";"12,51";"12,98";"55,13";"19,38";"5,98";"5,94";"270,46";"9,24";"46,82";"47,72";"30,17";"48,61";"7,06";"79,76";"88,80";"20,19";"58,80";"12,76";"22,14";"56,52";"13,10";"0,08";"13,29";"15,64";"11,41";"87,47";"24,18";"3,36";"16,43";"49,74";"37,10";"52,09";"34,26";"1,40";"75,10";"21,08";"31,70";"20,55";"10,36";"5,75";"3,88";"6,69";"103,06";"21,28";"37,50";"14,10";"37,73";"40,57";"41,62";"11,58";"6,23";"3.677,62";"1.929,66";"5,97";"2.614,80";"11,57";"15,59";"5,55";"55,71";"44,29";"5,74";"11,76";"1.093,83";"1.212,81";"944,27";"507,15";"47,84";"80,31";"0,36";"22,01";"77,63";"0,29";"5,97";"6,23";"9,24"
"03251";"Diepholz";"Kreise";"4,12";"4,05";"4,48";"10,48";"61,56";"23,47";"3,46";"3,77";"111,58";"7,54";"53,63";"52,30";"32,81";"58,45";"10,60";"83,83";"92,25";"8,97";"67,68";"12,50";"10,68";"68,28";"11,66";"0,23";"17,35";"22,39";"13,48";"92,78";"18,07";"3,25";"10,29";"48,99";"35,49";"63,56";"40,89";"1,61";"75,70";"25,01";"33,08";"14,64";"12,25";"5,29";"2,72";"7,02";"105,34";"12,77";"32,33";"10,05";"41,84";"27,30";"52,48";"14,90";"5,31";"3.070,95";"2.064,21";"2,21";"561,53";"5,92";"12,51";"2,84";"57,93";"42,07";"5,05";"6,42";"1.089,68";"1.268,84";"874,33";"647,80";"32,71";"69,64";"4,59";"31,53";"63,88";"0,60";"2,21";"5,31";"7,54"
"03252";"Hameln-Pyrmont";"Kreise";"6,22";"6,86";"7,36";"13,93";"58,53";"20,18";"4,97";"5,57";"95,53";"6,59";"53,81";"43,32";"34,92";"56,09";"8,81";"80,49";"90,46";"12,58";"67,72";"12,07";"11,69";"67,64";"12,45";"0,49";"17,59";"22,89";"13,92";"90,84";"21,00";"4,08";"13,05";"49,93";"40,87";"57,67";"38,50";"1,61";"71,60";"22,62";"35,48";"14,29";"10,12";"5,67";"2,94";"8,88";"99,00";"16,10";"35,96";"20,41";"45,46";"31,06";"47,68";"12,43";"8,83";"3.409,56";"1.950,72";"7,19";"2.049,82";"10,13";"15,77";"4,02";"57,93";"42,07";"5,54";"10,31";"1.047,06";"1.193,52";"859,99";"622,97";"38,38";"81,21";"1,33";"39,47";"59,21";"0,99";"7,19";"8,83";"6,59"
"03254";"Hildesheim";"Kreise";"6,02";"6,88";"8,20";"13,33";"59,51";"18,99";"5,76";"5,22";"121,03";"7,31";"51,60";"40,91";"33,22";"55,09";"8,14";"79,74";"89,11";"15,48";"66,18";"12,45";"15,61";"66,17";"11,88";"0,19";"16,57";"21,07";"13,25";"92,61";"17,68";"3,71";"10,56";"48,54";"38,98";"54,09";"34,51";"1,40";"75,20";"22,85";"34,70";"16,63";"9,64";"5,26";"3,32";"7,61";"103,29";"15,50";"32,05";"12,61";"40,46";"34,35";"46,94";"11,64";"7,07";"3.318,21";"1.921,91";"6,18";"1.931,78";"8,65";"15,24";"2,95";"56,67";"43,33";"4,24";"8,90";"1.106,99";"1.248,78";"909,15";"587,25";"30,44";"66,11";"1,28";"28,66";"70,05";"0,47";"6,18";"7,07";"7,31"
"03255";"Holzminden";"Kreise";"6,86";"6,80";"5,57";"10,86";"54,43";"29,29";"6,26";"5,96";"54,93";"5,51";"57,03";"39,87";"30,08";"56,99";"8,33";"78,69";"87,66";"10,92";"70,89";"12,74";"9,96";"70,14";"13,93";"0,08";"20,65";"29,72";"14,70";"95,96";"15,87";"4,30";"9,97";"48,87";"36,28";"68,41";"43,93";"1,64";"72,70";"22,82";"38,03";"11,33";"11,14";"5,14";"2,49";"9,04";"99,20";"13,92";"30,50";"14,89";"40,32";"26,23";"44,38";"19,53";"9,86";"3.429,49";"1.903,34";"2,91";"1.605,24";"8,36";"11,19";"2,87";"54,63";"45,37";"4,51";"8,47";"1.016,00";"1.200,19";"834,03";"641,85";"34,70";"77,69";"1,81";"47,88";"50,32";"0,93";"2,91";"9,86";"5,51"
"03256";"Nienburg (Weser)";"Kreise";"5,15";"5,37";"5,90";"10,90";"57,36";"25,77";"4,38";"4,88";"58,27";"6,68";"54,77";"48,65";"32,75";"58,24";"9,31";"81,36";"91,82";"8,29";"67,86";"15,59";"8,87";"69,40";"14,09";"0,13";"19,25";"26,30";"14,21";"89,52";"17,16";"3,45";"10,40";"48,70";"44,49";"59,37";"39,28";"1,57";"72,50";"26,15";"33,99";"13,14";"10,18";"5,28";"2,64";"8,62";"105,26";"13,89";"31,72";"14,40";"47,81";"26,75";"48,08";"17,22";"7,95";"3.149,44";"1.891,43";"2,92";"1.346,45";"8,43";"13,56";"2,97";"55,95";"44,05";"6,24";"8,89";"1.031,10";"1.183,71";"815,38";"640,64";"34,09";"71,58";"4,31";"32,77";"62,91";"0,72";"2,92";"7,95";"6,68"
"03257";"Schaumburg";"Kreise";"5,22";"5,39";"7,54";"15,80";"54,57";"22,10";"4,77";"6,68";"91,97";"6,97";"54,19";"43,94";"33,72";"57,77";"9,97";"79,83";"87,86";"9,35";"68,91";"13,79";"12,00";"69,37";"11,93";"0,49";"18,45";"23,53";"14,91";"93,69";"15,54";"3,87";"10,49";"48,59";"40,19";"58,49";"39,25";"1,56";"74,90";"22,99";"35,19";"14,64";"10,07";"5,73";"2,72";"8,67";"98,94";"13,83";"32,32";"13,20";"41,44";"37,38";"41,26";"15,05";"6,31";"3.139,80";"1.962,48";"3,54";"1.814,81";"7,16";"12,51";"2,84";"57,71";"42,29";"6,29";"7,72";"1.097,27";"1.261,57";"889,21";"648,42";"28,03";"66,94";"1,45";"30,25";"68,30";"1,18";"3,54";"6,31";"6,97"
"03351";"Celle";"Kreise";"5,09";"5,83";"5,13";"11,94";"62,29";"20,58";"4,38";"5,80";"131,06";"7,37";"53,43";"47,49";"32,49";"54,95";"8,99";"79,46";"86,69";"11,80";"68,49";"12,21";"11,35";"68,88";"12,13";"0,22";"17,98";"23,59";"14,35";"87,14";"15,40";"3,39";"9,46";"49,85";"40,21";"59,21";"41,47";"1,57";"73,30";"26,58";"29,44";"13,86";"12,21";"5,45";"2,92";"9,54";"100,34";"15,86";"37,04";"11,47";"51,88";"25,40";"47,90";"20,00";"6,70";"3.360,36";"1.868,65";"3,15";"2.611,14";"8,66";"11,83";"3,71";"55,11";"44,89";"2,75";"9,11";"1.096,47";"1.279,29";"872,09";"614,90";"30,97";"68,62";"1,88";"30,80";"67,32";"0,64";"3,15";"6,70";"7,37"
"03352";"Cuxhaven";"Kreise";"5,01";"5,43";"6,59";"12,91";"55,22";"25,27";"4,85";"4,40";"69,00";"7,56";"55,88";"49,62";"34,69";"57,09";"10,98";"81,76";"90,23";"8,17";"67,45";"13,81";"9,55";"69,98";"11,97";"0,05";"17,97";"23,43";"14,28";"90,80";"14,77";"3,64";"7,62";"49,68";"37,52";"52,80";"35,91";"1,64";"74,70";"25,83";"34,93";"12,95";"10,09";"5,84";"2,71";"7,65";"104,56";"11,21";"28,03";"10,27";"49,39";"26,43";"53,81";"12,49";"7,27";"3.072,02";"1.936,13";"3,02";"1.520,70";"7,05";"11,36";"2,04";"54,67";"45,33";"4,31";"6,84";"1.062,57";"1.272,36";"836,99";"637,24";"26,32";"69,50";"6,16";"26,98";"66,86";"0,67";"3,02";"7,27";"7,56"
"03353";"Harburg";"Kreise";"4,20";"4,28";"4,31";"10,36";"62,53";"22,76";"4,21";"3,88";"260,94";"10,23";"52,69";"54,06";"33,50";"57,14";"13,09";"82,53";"91,54";"10,72";"63,51";"13,56";"16,03";"64,32";"10,64";"0,08";"15,71";"19,99";"12,84";"90,59";"19,35";"3,11";"9,60";"45,31";"31,40";"65,43";"45,07";"1,58";"80,10";"24,79";"29,09";"16,66";"12,71";"6,58";"2,91";"7,26";"97,13";"7,28";"33,72";"14,47";"37,68";"42,24";"41,54";"12,25";"3,96";"3.037,85";"2.236,74";"3,00";"886,10";"5,03";"9,32";"2,39";"57,80";"41,84";"6,72";"5,69";"1.214,35";"1.423,63";"980,77";"650,42";"26,10";"67,15";"1,49";"18,98";"79,53";"0,75";"3,00";"3,96";"10,23"
"03354";"Lüchow-Dannenberg";"Kreise";"6,94";"7,77";"9,95";"11,14";"53,08";"25,83";"6,80";"6,86";"21,99";"5,57";"60,96";"44,07";"40,97";"62,63";"12,62";"75,60";"82,61";"9,87";"71,20";"9,65";"11,16";"68,79";"10,25";"0,36";"20,62";"26,30";"16,57";"94,44";"13,79";"4,12";"7,62";"49,00";"39,79";"61,96";"37,39";"1,57";"73,00";"24,08";"28,98";"19,83";"7,82";"6,59";"5,61";"7,09";"97,39";"8,50";"27,99";"11,72";"48,41";"23,83";"45,59";"20,26";"10,32";"3.023,68";"1.861,18";"2,19";"2.541,66";"8,55";"16,58";"2,77";"50,00";"50,00";"2,89";"8,59";"1.070,86";"1.250,65";"863,39";"640,84";"26,57";"62,53";"7,27";"28,63";"64,10";"0,55";"2,19";"10,32";"5,57"
"03355";"Lüneburg";"Kreise";"5,06";"5,90";"7,18";"10,53";"59,97";"22,33";"5,33";"4,94";"176,44";"10,03";"48,55";"42,81";"34,97";"54,65";"9,91";"78,56";"86,03";"16,06";"64,12";"13,28";"19,95";"61,68";"11,83";"0,05";"15,37";"19,69";"12,28";"91,59";"17,89";"2,91";"8,21";"49,06";"40,13";"60,71";"43,88";"1,35";"77,10";"20,24";"30,11";"22,74";"10,04";"6,05";"4,32";"6,50";"97,08";"20,94";"39,39";"8,35";"45,37";"39,06";"41,09";"13,79";"6,06";"3.191,81";"1.887,47";"4,83";"2.495,46";"6,95";"14,03";"3,14";"54,47";"45,53";"3,24";"7,74";"1.094,46";"1.226,84";"950,90";"569,40";"30,86";"66,60";"1,53";"22,27";"76,20";"0,62";"4,83";"6,06";"10,03"
"03356";"Osterholz";"Kreise";"3,09";"2,83";"7,81";"13,14";"61,96";"17,10";"2,91";"3,26";"87,60";"8,70";"52,90";"40,33";"39,18";"62,97";"11,95";"80,56";"89,52";"9,88";"67,82";"13,12";"14,13";"67,30";"10,43";"0,09";"15,68";"18,43";"13,62";"90,38";"14,97";"3,23";"7,46";"51,72";"45,12";"54,49";"35,68";"1,52";"77,00";"23,63";"33,49";"15,99";"10,17";"5,53";"3,94";"7,26";"100,88";"7,39";"26,95";"12,43";"44,51";"41,83";"42,13";"9,83";"6,22";"3.045,55";"2.046,71";"2,06";"2.489,97";"4,40";"10,88";"2,19";"57,38";"42,62";"2,74";"4,90";"1.102,72";"1.307,51";"879,84";"638,79";"22,28";"62,52";"2,76";"23,78";"73,46";"1,88";"2,06";"6,22";"8,70"
"03357";"Rotenburg (Wümme)";"Kreise";"3,33";"3,38";"5,77";"14,03";"60,94";"19,27";"2,99";"3,86";"79,88";"7,47";"55,55";"49,42";"32,56";"57,61";"9,76";"83,46";"89,15";"9,05";"69,68";"13,73";"9,76";"70,22";"12,63";"0,22";"18,36";"24,65";"13,75";"91,18";"14,86";"2,95";"8,46";"47,64";"38,17";"57,85";"37,90";"1,61";"76,00";"28,44";"32,14";"13,55";"10,66";"5,41";"2,74";"7,06";"104,57";"18,68";"31,33";"8,50";"50,79";"26,96";"53,97";"12,16";"6,91";"3.139,05";"2.004,72";"5,44";"1.139,51";"4,08";"16,42";"2,69";"55,56";"44,44";"4,67";"5,28";"1.082,28";"1.266,68";"855,72";"690,88";"35,59";"70,76";"4,57";"26,90";"68,53";"0,69";"5,44";"6,91";"7,47"
"03358";"Heidekreis";"Kreise";"5,84";"5,37";"7,37";"10,38";"59,38";"22,94";"4,61";"5,35";"87,00";"7,16";"51,95";"42,30";"33,16";"56,94";"8,88";"80,47";"85,67";"8,14";"70,49";"13,60";"9,10";"70,26";"13,32";"0,35";"17,34";"23,77";"12,44";"88,54";"14,13";"3,41";"12,02";"45,46";"38,68";"169,42";"145,67";"1,56";"73,50";"24,49";"36,11";"12,80";"9,90";"5,52";"2,69";"8,50";"100,21";"13,52";"32,35";"9,72";"43,54";"27,36";"50,58";"15,00";"7,06";"3.154,94";"1.846,25";"2,91";"1.688,77";"6,99";"13,52";"2,81";"56,76";"43,24";"9,03";"7,72";"1.056,48";"1.213,46";"865,85";"620,29";"36,78";"72,90";"2,54";"24,76";"72,70";"0,52";"2,91";"7,06";"7,16"
"03359";"Stade";"Kreise";"5,19";"5,35";"6,04";"10,58";"64,50";"18,89";"4,83";"4,48";"138,95";"9,40";"51,29";"48,41";"32,74";"56,41";"10,55";"80,67";"93,46";"11,18";"66,35";"12,92";"12,81";"66,63";"12,03";"0,25";"16,17";"20,99";"12,77";"90,98";"22,24";"2,89";"10,96";"47,19";"36,59";"58,70";"37,83";"1,69";"75,90";"25,03";"32,63";"14,88";"10,96";"5,82";"2,93";"7,75";"104,49";"20,51";"33,61";"12,61";"50,98";"29,06";"47,02";"16,27";"7,65";"3.329,62";"2.041,36";"4,57";"1.074,55";"8,18";"11,84";"2,53";"59,23";"40,77";"5,30";"8,13";"1.177,35";"1.395,90";"888,43";"609,27";"35,28";"80,05";"3,38";"40,19";"56,43";"0,95";"4,57";"7,65";"9,40"
"03360";"Uelzen";"Kreise";"4,31";"5,08";"6,86";"9,92";"55,93";"27,29";"4,15";"4,69";"63,35";"6,89";"56,07";"40,99";"35,09";"55,79";"9,91";"78,46";"85,57";"10,56";"69,53";"12,01";"11,43";"69,95";"11,25";"0,15";"18,95";"25,47";"14,73";"93,75";"14,07";"4,03";"8,11";"50,44";"39,85";"58,81";"35,23";"1,57";"74,30";"25,32";"33,35";"14,13";"10,12";"5,42";"3,10";"8,57";"97,09";"15,94";"33,24";"7,05";"46,88";"26,69";"50,25";"15,16";"7,89";"3.054,52";"1.898,62";"8,26";"1.301,94";"6,54";"16,21";"2,78";"51,47";"48,53";"2,91";"7,21";"1.032,10";"1.173,58";"868,71";"614,25";"30,81";"67,51";"5,07";"24,99";"69,94";"0,46";"8,26";"7,89";"6,89"
"03361";"Verden";"Kreise";"3,77";"3,54";"6,56";"9,61";"63,27";"20,51";"3,27";"3,32";"161,00";"8,65";"53,29";"48,95";"30,30";"54,19";"9,53";"80,09";"90,24";"11,83";"62,27";"16,34";"13,29";"65,98";"13,02";"0,04";"17,30";"22,39";"13,78";"95,04";"18,59";"3,07";"9,91";"48,12";"38,26";"60,34";"38,86";"1,63";"76,30";"24,48";"32,40";"16,19";"10,64";"5,38";"3,11";"7,79";"105,32";"14,63";"33,22";"9,94";"39,07";"35,60";"43,25";"16,31";"4,84";"3.135,05";"2.074,97";"1,83";"611,60";"5,29";"11,35";"2,48";"58,12";"41,88";"3,72";"5,83";"1.095,03";"1.281,25";"881,21";"626,61";"33,81";"70,84";"1,92";"34,09";"63,99";"1,42";"1,83";"4,84";"8,65"
"03401";"Delmenhorst, Stadt";"Kreise";"9,78";"9,49";"8,93";"14,84";"60,66";"15,56";"7,59";"7,77";"257,73";"8,02";"46,76";"44,75";"36,93";"57,17";"8,41";"70,23";"82,10";"9,97";"62,73";"14,76";"7,98";"62,59";"16,55";"0,11";"17,92";"23,11";"13,96";"90,24";"18,22";"3,09";"18,60";"49,76";"30,77";"67,08";"52,83";"1,69";"65,10";"22,50";"35,06";"12,80";"9,61";"6,20";"3,63";"10,21";"108,54";"20,78";"41,62";"15,22";"48,21";"30,39";"47,14";"16,23";"6,23";"3.007,28";"1.716,29";"3,69";"1.066,77";"15,31";"21,58";"6,18";"56,94";"43,06";"3,03";"14,97";"1.047,91";"1.200,92";"847,76";"548,80";"25,32";"61,14";"0,31";"22,25";"77,44";"22,32";"3,69";"6,23";"8,02"
"03402";"Emden, Stadt";"Kreise";"7,96";"8,46";"6,25";"9,44";"60,00";"24,31";"6,79";"5,91";"119,02";"6,98";"48,07";"37,45";"19,07";"44,66";"4,50";"76,35";"88,43";"9,62";"70,62";"10,21";"12,15";"64,56";"13,61";"0,00";"13,85";"18,55";"10,58";"96,69";"23,75";"2,98";"13,23";"45,92";"38,96";"73,51";"47,93";"1,28";"68,00";"14,64";"43,20";"15,53";"8,76";"4,96";"4,81";"8,10";"100,77";"47,73";"38,81";"6,55";"37,27";"31,76";"38,43";"15,29";"14,51";"3.880,71";"1.681,42";"8,70";"2.240,76";"13,01";"20,02";"3,91";"60,00";"40,00";"3,74";"12,66";"1.022,73";"1.195,96";"797,88";"502,66";"67,11";"83,09";"0,30";"52,05";"47,64";"11,28";"8,70";"14,51";"6,98"
"03403";"Oldenburg (Oldenburg), Stadt";"Kreise";"5,36";"6,54";"9,87";"13,13";"58,25";"18,75";"5,15";"5,04";"589,09";"9,35";"50,36";"47,12";"36,12";"53,26";"6,52";"79,17";"87,96";"21,56";"58,40";"12,51";"25,80";"52,51";"13,23";"0,47";"12,21";"14,83";"10,22";"71,43";"22,69";"2,74";"12,82";"49,42";"40,22";"89,97";"73,03";"1,20";"75,50";"14,92";"29,95";"29,52";"9,37";"5,71";"6,23";"4,30";"108,48";"55,18";"42,02";"10,66";"52,34";"43,40";"40,99";"9,76";"5,85";"3.465,57";"1.792,90";"9,47";"355,19";"11,28";"15,59";"5,03";"58,65";"41,35";"4,58";"11,64";"1.057,47";"1.145,82";"940,81";"524,63";"50,23";"71,49";"0,06";"12,68";"87,26";"13,52";"9,47";"5,85";"9,35"
"03404";"Osnabrück, Stadt";"Kreise";"6,44";"6,92";"11,67";"13,62";"56,16";"18,51";"6,02";"4,60";"465,19";"9,05";"46,16";"46,77";"35,05";"54,67";"5,79";"79,18";"89,08";"19,45";"58,33";"14,00";"24,87";"51,09";"15,56";"0,30";"12,14";"14,79";"10,29";"87,86";"25,70";"2,92";"16,29";"49,08";"30,99";"96,06";"79,82";"1,15";"74,90";"20,34";"28,10";"27,31";"9,69";"4,97";"5,14";"4,45";"109,20";"62,35";"36,84";"12,60";"46,30";"42,19";"43,58";"7,91";"6,32";"3.525,36";"1.855,80";"11,94";"3.156,82";"10,40";"17,42";"6,35";"59,60";"40,40";"7,00";"11,29";"1.019,22";"1.111,81";"893,97";"521,49";"53,14";"66,79";"0,08";"21,36";"78,56";"10,88";"11,94";"6,32";"9,05"
"03405";"Wilhelmshaven, Stadt";"Kreise";"9,80";"10,87";"9,05";"11,86";"55,46";"23,62";"9,69";"6,86";"164,58";"6,32";"50,51";"43,81";"30,75";"52,32";"5,43";"77,70";"87,82";"11,55";"65,38";"13,37";"10,95";"63,56";"15,98";"0,28";"16,20";"20,72";"12,59";"73,91";"14,54";"3,90";"12,37";"50,19";"44,83";"76,58";"53,79";"1,39";"65,80";"19,60";"36,71";"13,61";"10,02";"7,03";"3,76";"9,26";"108,45";"22,80";"37,29";"17,18";"47,53";"37,14";"40,84";"14,95";"7,07";"3.354,30";"1.664,30";"6,66";"630,54";"17,99";"17,56";"4,72";"56,99";"42,47";"2,07";"16,15";"941,39";"1.059,24";"797,83";"532,81";"45,57";"74,33";"0,19";"25,01";"74,79";"13,35";"6,66";"7,07";"6,32"
